payment_id,customer_id,film_id,store_id,payment_date,sale_amount,rental_date,return_date
30517,135,871,2,2007-04-09T02:29:28.996+08:00,7.99,2005-07-09T04:01:02.000+08:00,2005-07-18T05:16:02.000+08:00
18917,107,733,2,2007-02-20T20:52:26.996+08:00,0.99,2005-06-20T22:24:00.000+08:00,2005-06-22T21:22:00.000+08:00
24918,242,346,1,2007-03-02T12:14:05.996+08:00,4.99,2005-08-02T13:45:39.000+08:00,2005-08-06T07:57:39.000+08:00
28548,570,632,2,2007-04-29T16:57:20.996+08:00,4.99,2005-07-29T18:28:54.000+08:00,2005-08-03T12:43:54.000+08:00
25021,254,186,1,2007-03-19T01:36:23.996+08:00,0.99,2005-08-19T03:07:57.000+08:00,2005-08-22T22:42:57.000+08:00
28429,559,375,2,2007-04-30T20:46:22.996+08:00,2.99,2005-07-31T22:17:56.000+08:00,2005-08-02T21:27:56.000+08:00
26898,420,892,1,2007-04-09T07:48:27.996+08:00,4.99,2005-07-09T09:20:01.000+08:00,2005-07-11T14:42:01.000+08:00
26827,412,379,1,2007-04-29T14:22:48.996+08:00,0.99,2005-07-29T15:54:22.000+08:00,2005-07-31T12:15:22.000+08:00
28385,555,247,2,2007-04-30T18:29:00.996+08:00,7.99,2005-07-31T20:00:34.000+08:00,2005-08-10T00:37:34.000+08:00
20868,410,479,1,2007-03-02T06:48:04.996+08:00,0.99,2005-08-02T08:19:38.000+08:00,2005-08-07T08:46:38.000+08:00
27150,442,571,1,2007-04-06T06:38:28.996+08:00,2.99,2005-07-06T08:10:02.000+08:00,2005-07-10T10:17:02.000+08:00
31326,213,621,2,2007-04-30T09:17:58.996+08:00,6.99,2005-07-30T10:49:32.000+08:00,2005-08-08T15:43:32.000+08:00
29245,24,511,2,2007-04-30T13:37:13.996+08:00,0.99,2005-07-31T15:08:47.000+08:00,2005-08-02T20:27:47.000+08:00
31542,233,484,2,2007-04-09T12:49:36.996+08:00,5.99,2005-07-09T14:21:10.000+08:00,2005-07-15T12:02:10.000+08:00
27262,452,353,2,2007-04-26T22:36:17.996+08:00,2.99,2005-07-27T00:07:51.000+08:00,2005-07-27T20:45:51.000+08:00
24263,165,73,1,2007-03-02T20:56:49.996+08:00,2.99,2005-08-02T22:28:23.000+08:00,2005-08-04T20:51:23.000+08:00
17727,395,338,1,2007-02-20T10:20:25.996+08:00,4.99,2005-06-20T11:51:59.000+08:00,2005-06-24T10:51:59.000+08:00
18140,508,525,2,2007-02-16T08:41:23.996+08:00,4.99,2005-06-16T10:12:57.000+08:00,2005-06-24T09:23:57.000+08:00
17737,398,392,2,2007-02-20T18:24:13.996+08:00,9.99,2005-06-20T19:55:47.000+08:00,2005-06-30T00:31:47.000+08:00
27885,508,681,1,2007-04-27T10:31:07.996+08:00,5.99,2005-07-27T12:02:41.000+08:00,2005-08-05T07:25:41.000+08:00
30672,147,794,2,2007-04-30T08:24:33.996+08:00,0.99,2005-07-31T09:56:07.000+08:00,2005-08-01T13:50:07.000+08:00
25508,297,559,2,2007-04-11T01:30:54.996+08:00,2.99,2005-07-11T03:02:28.000+08:00,2005-07-15T22:12:28.000+08:00
29293,28,520,2,2007-04-30T00:13:17.996+08:00,2.99,2005-07-31T01:44:51.000+08:00,2005-08-05T05:25:51.000+08:00
22732,5,12,2,2007-03-22T16:05:28.996+08:00,0.99,2005-08-22T17:37:02.000+08:00,2005-08-25T18:45:02.000+08:00
24663,212,869,1,2007-03-21T14:52:19.996+08:00,2.99,2005-08-21T16:23:53.000+08:00,2005-08-25T11:30:53.000+08:00
26535,386,697,2,2007-04-30T02:11:17.996+08:00,0.99,2005-07-31T03:42:51.000+08:00,2005-08-01T08:39:51.000+08:00
25025,254,711,2,2007-03-21T12:38:13.996+08:00,4.99,2005-08-21T14:09:47.000+08:00,2005-08-22T11:10:47.000+08:00
26623,395,529,1,2007-04-07T08:59:31.996+08:00,5.99,2005-07-07T10:31:05.000+08:00,2005-07-13T05:30:05.000+08:00
20324,354,764,1,2007-03-01T06:42:19.996+08:00,6.99,2005-08-01T08:13:53.000+08:00,2005-08-06T08:05:53.000+08:00
24494,188,57,1,2007-03-20T10:43:49.996+08:00,5.99,2005-08-20T12:15:23.000+08:00,2005-08-27T06:24:23.000+08:00
26139,352,8,1,2007-04-28T07:46:33.996+08:00,5.99,2005-07-28T09:18:07.000+08:00,2005-08-04T10:23:07.000+08:00
