payment_id,customer_id,film_id,store_id,payment_date,sale_amount,rental_date,return_date
27518,476,913,2,2007-04-07T08:17:30.996+08:00,4.99,2005-07-07T09:49:04.000+08:00,2005-07-14T03:58:04.000+08:00
20866,410,61,1,2007-03-01T05:55:45.996+08:00,4.99,2005-08-01T07:27:19.000+08:00,2005-08-04T12:30:19.000+08:00
25573,302,413,1,2007-04-29T19:32:40.996+08:00,2.99,2005-07-29T21:04:14.000+08:00,2005-07-31T02:58:14.000+08:00
21428,467,169,1,2007-03-18T16:46:34.996+08:00,2.99,2005-08-18T18:18:08.000+08:00,2005-08-19T23:17:08.000+08:00
26123,351,777,2,2007-04-08T13:20:11.996+08:00,5.99,2005-07-08T14:51:45.000+08:00,2005-07-14T20:28:45.000+08:00
23353,70,463,1,2007-03-19T04:25:10.996+08:00,3.99,2005-08-19T05:56:44.000+08:00,2005-08-24T11:28:44.000+08:00
19305,213,6,2,2007-02-19T02:47:30.996+08:00,6.99,2005-06-19T04:19:04.000+08:00,2005-06-26T04:31:04.000+08:00
19001,129,961,1,2007-02-20T21:24:21.996+08:00,4.99,2005-06-20T22:55:55.000+08:00,2005-06-23T17:22:55.000+08:00
19488,261,670,2,2007-02-17T09:11:00.996+08:00,8.99,2005-06-17T10:42:34.000+08:00,2005-06-25T11:47:34.000+08:00
25407,289,231,1,2007-04-30T22:25:21.996+08:00,2.99,2005-07-30T23:56:55.000+08:00,2005-08-03T18:34:55.000+08:00
28316,547,351,1,2007-04-29T21:01:20.996+08:00,2.99,2005-07-29T22:32:54.000+08:00,2005-07-30T20:41:54.000+08:00
20607,382,252,2,2007-03-21T07:36:40.996+08:00,5.99,2005-08-21T09:08:14.000+08:00,2005-08-30T05:27:14.000+08:00
19467,256,897,2,2007-02-19T01:43:18.996+08:00,4.99,2005-06-19T03:14:52.000+08:00,2005-06-21T02:42:52.000+08:00
25483,295,416,2,2007-04-28T16:49:42.996+08:00,0.99,2005-07-28T18:21:16.000+08:00,2005-08-03T12:38:16.000+08:00
31565,235,819,2,2007-04-29T18:48:42.996+08:00,0.99,2005-07-29T20:20:16.000+08:00,2005-07-30T16:19:16.000+08:00
25453,293,906,2,2007-04-08T02:34:56.996+08:00,4.99,2005-07-08T04:06:30.000+08:00,2005-07-16T06:54:30.000+08:00
30513,134,471,2,2007-04-27T19:23:54.996+08:00,2.99,2005-07-27T20:55:28.000+08:00,2005-07-30T00:50:28.000+08:00
27766,498,677,2,2007-04-06T15:33:12.996+08:00,2.99,2005-07-06T17:04:46.000+08:00,2005-07-14T19:23:46.000+08:00
29224,23,331,2,2007-04-06T10:12:10.996+08:00,3.99,2005-07-06T11:43:44.000+08:00,2005-07-13T07:55:44.000+08:00
27250,451,665,1,2007-04-08T23:50:10.996+08:00,3.99,2005-07-09T01:21:44.000+08:00,2005-07-14T20:27:44.000+08:00
26705,403,853,2,2007-04-07T04:37:37.996+08:00,4.99,2005-07-07T06:09:11.000+08:00,2005-07-08T09:17:11.000+08:00
17621,371,668,2,2007-02-16T09:33:13.996+08:00,5.99,2005-06-16T11:04:47.000+08:00,2005-06-24T06:56:47.000+08:00
21634,488,137,2,2007-03-23T01:05:45.996+08:00,2.99,2005-08-23T02:37:19.000+08:00,2005-08-23T20:57:19.000+08:00
25764,320,930,2,2007-04-07T08:25:52.996+08:00,2.99,2005-07-07T09:57:26.000+08:00,2005-07-10T04:05:26.000+08:00
28642,578,31,2,2007-04-08T00:12:45.996+08:00,4.99,2005-07-08T01:44:19.000+08:00,2005-07-08T20:34:19.000+08:00
28917,202,714,1,2007-04-29T18:43:26.996+08:00,2.99,2005-07-29T20:15:00.000+08:00,2005-08-03T21:17:00.000+08:00
27831,503,215,1,2007-04-11T08:47:31.996+08:00,4.99,2005-07-11T10:19:05.000+08:00,2005-07-12T14:30:05.000+08:00
18495,1,611,1,2007-02-14T23:22:38.996+08:00,5.99,2005-06-15T00:54:12.000+08:00,2005-06-23T02:42:12.000+08:00
29746,68,696,2,2007-04-30T16:31:54.996+08:00,3.99,2005-07-30T18:03:28.000+08:00,2005-08-08T19:45:28.000+08:00
21510,474,912,2,2007-03-01T04:55:39.996+08:00,5.99,2005-08-01T06:27:13.000+08:00,2005-08-07T06:11:13.000+08:00
25123,263,460,2,2007-03-19T03:00:41.996+08:00,6.99,2005-08-19T04:32:15.000+08:00,2005-08-24T05:56:15.000+08:00
25525,298,659,1,2007-04-28T08:41:41.996+08:00,7.99,2005-07-28T10:13:15.000+08:00,2005-08-03T12:58:15.000+08:00
18764,67,317,1,2007-02-19T00:37:05.996+08:00,3.99,2005-06-19T02:08:39.000+08:00,2005-06-26T20:25:39.000+08:00
31127,188,638,2,2007-04-06T15:15:58.996+08:00,3.99,2005-07-06T16:47:32.000+08:00,2005-07-14T15:00:32.000+08:00
31984,521,861,2,2007-05-14T13:44:29.996+08:00,4.99,2006-02-14T15:16:03.000+08:00,
27569,481,865,1,2007-04-08T08:40:11.996+08:00,10.99,2005-07-08T10:11:45.000+08:00,2005-07-17T13:01:45.000+08:00
30608,142,370,1,2007-04-30T03:59:53.996+08:00,7.99,2005-07-30T05:31:27.000+08:00,2005-08-08T06:44:27.000+08:00
19216,186,661,2,2007-02-19T23:15:44.996+08:00,4.99,2005-06-20T00:47:18.000+08:00,2005-06-25T18:54:18.000+08:00
18768,68,548,2,2007-02-17T07:19:24.996+08:00,8.99,2005-06-17T08:50:58.000+08:00,2005-06-26T13:39:58.000+08:00
18214,526,70,1,2007-02-21T09:05:37.996+08:00,6.99,2005-06-21T10:37:11.000+08:00,2005-06-30T05:04:11.000+08:00
22310,563,127,1,2007-03-23T14:14:08.996+08:00,4.99,2005-08-23T15:45:42.000+08:00,2005-08-27T19:24:42.000+08:00
26421,376,848,1,2007-04-08T03:16:29.996+08:00,5.99,2005-07-08T04:48:03.000+08:00,2005-07-16T04:34:03.000+08:00
17973,459,587,2,2007-02-20T11:04:10.996+08:00,4.99,2005-06-20T12:35:44.000+08:00,2005-06-23T18:28:44.000+08:00
