film_id,title,description,release_year,rental_duration,rental_rate,length,replacement_cost,rating,name,category
50,Baked Cleopatra,A Stunning Drama of a Forensic Psychologist And a Husband who must Overcome a Waitress in A Monastery,2006,3,2.99,182,20.99,G,English,Family
912,Trojan Tomorrow,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,3,2.99,52,9.99,PG,English,Sci-Fi
35,Arachnophobia Rollercoaster,A Action-Packed Reflection of a Pastry Chef And a Composer who must Discover a Mad Scientist in The First Manned Space Station,2006,4,2.99,147,24.99,PG-13,English,Horror
327,Fool Mockingbird,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,2006,3,4.99,158,24.99,PG,English,Action
24,Analyze Hoosiers,A Thoughtful Display of a Explorer And a Pastry Chef who must Overcome a Feminist in The Sahara Desert,2006,6,2.99,181,19.99,R,English,Horror
339,Frogmen Breaking,A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia,2006,5,0.99,111,17.99,R,English,Travel
775,Seattle Expecations,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006,4,4.99,110,18.99,PG-13,English,Drama
214,Daughter Madigan,A Beautiful Tale of a Hunter And a Mad Scientist who must Confront a Squirrel in The First Manned Space Station,2006,3,4.99,59,13.99,PG-13,English,Children
493,Kane Exorcist,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,2006,5,0.99,92,18.99,R,English,Foreign
105,Bull Shawshank,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,2006,6,0.99,125,21.99,NC-17,English,Action
39,Armageddon Lost,A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft,2006,5,0.99,99,10.99,G,English,Sci-Fi
38,Ark Ridgemont,A Beautiful Yarn of a Pioneer And a Monkey who must Pursue a Explorer in The Sahara Desert,2006,6,0.99,68,25.99,NC-17,English,Action
365,Gold River,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,2006,4,4.99,154,21.99,R,English,Comedy
608,Murder Antitrust,A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention,2006,6,2.99,166,11.99,PG,English,Children
626,Noon Papi,A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse,2006,5,2.99,57,12.99,G,English,Children
